"boardgamegeek.com game ID",title,yearpublished,playingtime,minplaytime,maxplaytime,minage,minplayers,maxplayers,categories,mechanics,families,designers,artists,publishers,"numplayervotes (1B 1R 1N 2B 2R 2N ...)","agevotes (2 3 4 5 6 8 10 12 14 16 18 21+)","textuse (no some mod ext max)"
205059,"Mansions of Madness: Second Edition",2016,180,120,180,14,1,5,"1022 1020 1010 1046 1024 1047 1040 1028","2046 2023 2072 2040 2011 2019 2028 2015","4311 24281 5141 41489","69718","59605 29340 14596 43532 6651 59607 29809","3475 15889 2973 17 4617 15605 264","14 60 13 24 64 9 60 34 2 62 26 8 17 48 20 0 1 66","0 0 0 0 1 0 9 17 4 0 0 0","0 0 0 9 4"
187645,"Star Wars: Rebellion",2016,240,180,240,14,2,4,"1017 1046 1047 1064 1016 1019","2080 2046 2072 2040 2015","25158 5602","6651","","23043 15889 6194 2973 17 4617 264","1 1 114 178 13 1 1 34 95 12 71 65 0 1 99","0 0 0 0 0 5 10 17 24 3 0 0","0 0 4 19 0"
79828,"A Few Acres of Snow",2011,120,60,120,14,2,2,"2726 1108 1002 1086 1019","2080 2041 2664 2040 2078","17512 13111 10168 21079","6","11802","157 15889 12275","1 5 40 73 6 0 0 2 41","0 0 0 0 0 1 5 21 9 0 0 0","0 25 11 0 0"
148228,"Splendor",2014,30,30,30,10,2,4,"1002 1021 1070","2041 2004","33250","50969","14878","25842 157 15889 9068 5657 15605 8820 28415 1391 32569 6214 8291 3218 7466 33998","1 6 254 147 249 33 229 195 7 152 238 35 1 12 201","0 0 3 4 23 58 27 4 0 1 0 0","119 1 0 0 2"
21241,"Neuroshima Hex!",2006,30,30,30,13,1,4,"1046 1016","2040 2026 2685 2002 2015","7757 855","5143","38917 40929 39040 12050 12019 71178","2726 24298 264 6275 8923 15522 3888 538","1 17 114 231 36 0 32 98 77 37 129 46 2 15 104","0 0 0 0 0 7 22 22 6 0 0 0","65 6 3 0 0"
2452,"Jenga",1983,20,20,20,6,1,8,"1032 1030","","5607 10407 10566 5642 11505","1151","3","3320 4922 4680 5314 507 4718 17388 485 3548 588 1731 27832 200 9386 858 51 4742 520 5722 127 327 11279 6290 12803 20 6261 32395 22432 779 28 2188 6360 47 18727 5392 21744 777 4281 21293 964 8089 1322 8841 634 9301 5491","0 19 38 32 34 2 32 35 1 45 18 2 9 38 12 9 28 22 2 16 40 2 16 41 1 9 45","0 2 9 17 10 3 0 0 0 0 0 0","40 0 0 0 0"
51811,"Dominion: Seaside",2009,30,30,30,13,2,4,"1002 1042 1035 1008","2041 2664 2040","28659 2580","10525","11933 11886 23489 11968 29914 12019 12123 11827 11854 4959 12484 59 11902 11797 30125 11883","3 267 4304 2366 5657 29907 133 1391 8291 3218 9235 9234","0 1 52 29 46 4 53 21 0 32 39 3 0 14 37","0 0 0 0 1 6 17 8 1 0 0 0","0 10 24 13 2"
153938,"Camel Up",2014,30,20,30,8,2,8,"1089 1017 1031","2014 2072 2035","5607 6480 6471","10067","12484","1015 267 4304 24883 22560 5657 1391 18852 8822 9634 6214 3218 27470 24886 39 22 9234 17786 538","0 0 123 5 68 75 24 105 23 125 54 2 114 60 4 47 92 18 19 78 46 12 59 67 1 3 86","0 0 2 4 21 35 7 1 0 0 0 0","45 0 0 0 0"
147151,"Concept",2013,40,40,40,10,4,12,"1039 1030","2019","","65537 8132","70260 70259","4384 23043 157 15889 15605 1391 6214 3218 9325 7466 32645","0 0 39 4 23 24 3 27 15 18 36 0 18 33 2 37 15 2 14 31 4 27 22 4 8 26 10 10 25 10 6 23 15 8 21 15 2 18 18","0 0 0 0 3 9 11 5 1 0 0 1","2 4 9 18 3"
14105,"Commands & Colors: Ancients",2006,60,60,60,12,2,2,"1050 1019","2018 2072 2040 2026 2011","5606 50 9769 10640","25","71","52 8759","2 31 57 120 8 0 3 18 53","1 0 0 0 1 4 19 26 6 0 0 1","2 5 31 6 3"
811,"Rummikub",1977,60,60,60,8,2,4,"1002 1098","2004 2002","10132 24439 24440 6580 2250 98","634","3 77657","3320 1997 16355 6285 30795 389 553 225 1935 111 5314 792 485 2400 3082 3138 4089 11188 21925 2896 390 9396 454 31693 858 6603 51 6262 14270 153 3997 3540 335 405 14304 13486 2721 16053 16399 2727 6791 10925 4611 11107 28 2188 648 22 668 115 34 4668 38 359 4622 9319 288 2625 7355 964 21894 26551 1322 95 7997 5700 7506","0 2 48 9 47 14 29 42 0 51 21 0 1 6 31","0 0 0 4 10 16 1 0 0 0 0 0","35 0 0 0 0"
891,"Cranium",1998,60,60,60,13,4,16,"1030 1028 1027 1025","2073 2039 2055 2019 2035 2038","21881 7373","4828 4827","27779","224 496 1603 51 335","0 0 47 0 1 49 1 1 46 14 29 9 4 19 23 18 29 4 4 25 20 27 20 4 10 25 12 9 30 9 7 19 20 14 25 10 3 17 25 4 22 20 5 17 24 7 20 21 3 6 34","0 0 1 0 0 4 10 6 2 0 1 1","0 0 0 4 19"
143693,"Glass Road",2013,80,20,80,13,1,4,"1029 1021 1035","2041 2004 2020 2002 2079","10643 3866 5666 27646","10","12484","10768 22380 5657 5812 30677 10 22609 4932 538","16 43 24 68 50 5 35 63 3 36 52 10 0 0 45","0 0 0 0 0 0 8 16 2 0 0 0","0 18 18 0 0"
20963,"Fury of Dracula (second edition)",2005,180,180,180,10,2,5,"1022 1039 1046 1024 1093","2072 2019 2078 2016 2015","6428","51 2336","14632 14596 12018 12017","6194 2366 17 4617 264 18852 8313 3888 3446","0 1 179 46 118 70 103 127 17 11 146 70 182 65 20 0 2 133","0 0 0 0 1 1 11 24 13 2 1 1","0 2 10 59 3"
91312,"Discworld: Ankh-Morpork",2011,60,60,60,11,2,4,"1029 1010 1093","2080 2072 2040 2686 2015","10723 4256","6","11802 15095 49948 49947","2366 531 8923 6214 37 10 9426 21053 12275 1466","0 4 76 9 71 44 57 79 1 105 43 4 0 2 60","0 0 0 0 0 8 15 14 4 0 0 0","1 3 35 13 1"
107529,"Kingdom Builder",2011,45,45,45,8,2,4,"1035 1086","2080 2043 2011 2081","14514 24255","10525","34863","47 3218 7466","1 7 129 40 133 41 73 139 3 155 57 9 2 25 78","0 0 1 0 7 35 13 1 0 0 0 0","11 65 6 0 0"
172,"For Sale",1997,20,20,20,8,3,6,"1002 1021","2012 2040","76","13","75012 11478 80187 90478 12895","4304 7162 14813 4335 597 11 8500 264 8923 15983 6214 26883 32395 9881 2726 34 1901 17786 8759 10739 28082 28402","0 3 135 1 5 133 16 139 37 91 122 0 138 63 2 61 108 16 0 5 104","0 0 0 3 13 31 7 0 0 0 0 0","65 0 0 0 0"
66098,"Dominion: Alchemy",2010,30,30,30,13,2,4,"1002 1042 1035","2041 2664 2040","2580","10525","3585 11933 15502 11886 21093 11507 11968 29914 11854 4959 59 36996 11902 11883","3 267 2366 5657 5530 133 1391 3218 9234","0 0 23 13 21 1 23 10 1 14 17 3 0 7 17","0 0 0 0 0 3 9 3 0 2 0 0","0 1 9 14 1"
77423,"The Lord of the Rings: The Card Game",2011,60,60,60,13,1,2,"1002 1044 1010 1093","2023 2040 2015","6040 5337 10452 5666 4263","11655","40598 43501 19822 12438 29339 29340 14879 50887 29341 16531 29343 43386 36004 49392 12511 48519 21055 34766 43532 14272 49390 20339 50050 14593 26040 49389 75217 59153 15935 14110 48498 49383 24858 35573 19549 49382 49388 39085 49387 49391 49381 19691 42152 49386 19631 41678 21149 49384 49393 21098 49385 29809 17928 43509 50051 16398 29350 36620 36525 49280","23043 2973 17 4617 15605 12540 264 3888","130 289 35 370 112 4 72 196 77","1 0 0 1 1 14 29 59 38 6 0 1","0 1 10 141 22"
13,"Catan",1995,120,60,120,10,3,4,"1026","2072 2040 2011 2081 2008","3 11505","11","12036 12382 13034 5442 26874 4959 11825 24191 25612 11883 12063","37 267 4304 7340 6784 7162 4358 31418 4335 496 41 2366 26990 116 5657 4617 5530 21640 858 23382 4417 18852 8822 29036 5020 6214 8291 2654 5597 3218 3533 10 24886 22 8313 9235 9234 42 18477 13481","1 2 744 7 127 678 369 611 69 829 248 22 40 116 454","0 0 1 4 25 130 112 24 4 2 1 0","19 260 28 1 0"
176396,"Quadropolis",2016,60,30,60,8,2,4,"1029 1084","2040 2048 2004 2002","","81814","12519 69113","1027 23043 15889 2973 8820 7466","0 2 41 11 45 3 12 43 1 42 18 1 0 0 38","0 0 0 0 3 7 7 0 0 0 0 0","19 0 0 0 0"
178900,"Codenames",2015,15,15,15,14,2,8,"1002 1039 1030 1081 1025","2047 2019 2060 2661","37062","789","12402 28450","7345 7992 6784 7162 10768 2366 23205 22560 29194 8820 22763 264 1391 8923 6214 25203 22973 30552 36366 7466 9215 4932","0 1 368 9 97 298 2 87 301 172 258 46 9 279 107 382 89 9 49 264 76 266 154 26 60 178 103","0 0 0 0 3 24 37 26 10 1 1 1","1 0 8 21 78"
156009,"Port Royal",2014,50,20,50,8,2,5,"1002 1008 1090","2041 2661 2004","21622 28723 27646 18319","11767","11507 83158","39 267 9074 7162 24631 24883 22560 1391 18852 6275 6214 3218 5400 7992 32581 19 9234","0 0 57 10 60 14 51 36 0 58 24 0 20 41 10 0 7 37","0 0 0 1 5 16 5 1 0 0 0 0","24 1 0 0 0"
760,"Battle Line",2000,30,30,30,12,2,2,"1050 1002 1039","2040 2004","9960","2","51039 71 140","27022 52 35126 8759","1 0 100 139 5 0 2 13 89","0 0 0 0 4 23 16 3 0 0 0 0","6 46 10 0 0"
39463,"Cosmic Encounter",2008,120,60,120,12,3,5,"1023 1026 1016 1113","2040 2019 2686 2015","133","34 35 10774 36 2336","12018 12438 12437 12435 24858 11989 12436","17 3475 15889 2973 4617 264 31099","0 1 297 2 5 305 8 127 213 113 259 13 347 77 1 114 132 60","0 0 0 0 2 16 23 29 14 1 1 0","0 2 16 74 8"
6249,"Alhambra",2003,60,45,60,8,2,6,"1052 1029 1035","2041 2040 2004 2002","3431 18698 10310","60","11796 962 11797","47 15889 6818 8845 9634 6214 22 7466 42","0 0 269 55 239 129 328 132 6 180 227 27 35 171 176 13 92 268 0 2 239","0 0 1 3 17 59 24 2 0 0 1 0","128 3 1 0 0"
19857,"Glory to Rome",2005,60,60,60,12,2,5,"1050 1002 1029 1021","2041 2040 2004 2079","5606 18645 8374 27646","1164 6001","1164 50720 11507 41076 50716 49487","4569 17080 14813 5657 6275 234 17786","0 1 118 34 114 35 95 85 2 104 75 4 29 92 48 0 2 100","0 0 0 0 0 0 5 25 9 3 0 0","0 0 15 70 8"
22827,"StarCraft: The Board Game",2007,240,180,240,12,2,6,"1015 1046 1047 1016 1113 1086 1101 1019","2080 2046 2664 2011 2015","25158 9983","6651 21","16531 12018 12017 11989","2973 17 264 8291 504 8313 3446","0 3 100 29 79 41 42 90 26 114 54 4 28 89 27 32 65 50 0 3 80","1 0 0 0 0 0 3 8 23 13 5 0","0 2 22 50 3"
93260,"Summoner Wars: Master Set",2011,30,30,30,9,2,4,"1002 1010 1046","2072 2676 2040 2015","7687","12953","29142 9798","10754 24042 5657 15605 7992 3242","0 1 57 93 7 0 2 8 55 12 36 15 0 2 51","0 0 0 1 2 9 15 4 0 0 1 0","0 3 14 11 0"
157969,"Sheriff of Nottingham",2014,60,60,60,13,3,5,"1023 1002 1079 1035 1026 1093 1030","2041 2040 2028 2004","25937 25706","3005 3004","49943 76595","17812 157 15889 9068 2973 15605 8923 7466 36563","0 0 96 0 3 95 3 69 47 52 90 0 124 18 0 1 4 68","0 0 0 0 4 23 9 3 5 0 0 0","14 17 0 0 0"
71721,"Space Hulk: Death Angel – The Card Game",2010,30,30,30,13,1,6,"1002 1046 1016","2689 2023 2072 2040 2015","3400 5666 3351 4943","6651","21426 21730 24841 12508 21095 18654 19628 15517 12436 63784","6194 2973 18788 17 4617 264 18852 8313 9235 8759","143 63 10 56 113 10 39 101 16 53 71 31 13 66 58 18 61 69 1 4 91","0 0 0 0 0 9 13 39 11 5 2 1","0 5 26 45 0"
4390,"Carcassonne: Hunters and Gatherers",2002,45,30,45,8,2,5,"1036","2080 2002","2","398","233","133 267 2366 18852 3218 3395 7992 3 8313 538","0 3 84 79 51 5 69 50 1 29 62 17 10 53 41 1 1 65","0 0 0 2 13 22 6 0 0 0 0 0","51 0 0 0 0"
150376,"Dead of Winter: A Crossroads Game",2014,210,45,210,14,2,5,"1023 1039 1024 2481","2001 2046 2023 2072 2040 2661 2027 2008 2015 2017","26915 41799","12679 65023","77485 70730 39902","10754 3475 24042 2973 15605 12540 24867 264 8291 7992 3242","1 11 235 7 89 184 44 262 16 277 97 2 123 164 37 5 17 169","0 0 0 0 0 2 18 40 38 10 0 0","0 1 6 86 21"
40398,"Monopoly Deal Card Game",2008,15,15,15,8,2,5,"1002 1021","2040 2004","100 4462 2250 25842","3 103599","","74 3626 5215 2378 9401 51 28","0 0 59 6 51 26 27 44 2 55 16 5 15 35 9 1 5 39","0 0 1 0 4 18 3 2 0 0 0 0","0 19 13 0 0"
163967,"Tiny Epic Galaxies",2015,60,30,60,14,1,5,"1017 1016 1113","2080 2072 2015","8374 5666 25072","43431","68048 69654","23957 1001 2366 7251 30034 21053 24844","14 60 11 29 70 6 74 27 2 27 53 20 6 28 63 0 0 61","0 0 0 0 1 12 11 3 1 0 0 0","0 2 14 1 0"
28720,"Brass: Lancashire",2007,180,120,180,14,2,4,"1021 1088 1011","2040 2081","18587 14759","6","70571 11802 70568 12011 38179","21765 7 597 7097 39 8759 4932","0 1 144 31 98 84 138 152 8 229 71 4 0 0 122","0 0 0 0 0 0 2 18 29 9 0 0","81 9 1 0 0"
22545,"Age of Empires III: The Age of Discovery",2007,120,90,120,10,2,5,"1015 1020 1070 1101","2080 2004 2082","5549 21622 38413 10389","1115","11997 20351 28041","23043 2973 8617 12054 11453 2778 4696 8313 6521 3446","0 3 160 12 84 125 32 164 42 173 103 4 140 94 17 27 67 61","0 0 0 0 0 3 13 31 14 1 0 0","5 50 13 0 0"
4098,"Age of Steam",2002,120,120,120,13,1,6,"1021 1034 1011","2012 2072 2685 2081 2002","86","6","7295 11802 11997","7 3475 21341 597 39 4696 8759 65","0 7 63 1 25 55 19 62 25 77 38 2 50 55 6 15 42 35 1 2 50","0 0 0 0 0 0 2 10 12 5 0 0","10 27 1 1 0"
72125,"Eclipse",2011,200,60,200,14,2,6,"1015 1046 1016 1113 1019","2080 2072 2676 2011 2685 2002 2079 2015","12210 21459","13000","19023 32143","3218 157 15889 7466 2861","2 15 279 30 233 147 73 313 46 371 109 7 116 258 60 241 144 45 10 33 174","1 0 0 0 1 6 20 59 57 14 0 0","130 57 6 0 2"
43570,"Friday",2011,25,25,25,13,1,1,"1002 1046 1093 1090","2664 2040","9766 5666","141","4959 59","58 267 3475 2973 5657 6214 5812 3 9234 17786","192 5 1 7 4 135","0 0 0 0 0 12 22 18 2 0 0 0","0 65 9 1 0"
9216,"Goa",2004,90,90,90,12,2,4,"1021 1013 1008 1070","2012 2040 2661","21622 9961 5614","381","11901","133 267 15889 5657 6275 5812 234 3 538","0 1 128 59 106 51 60 149 7 172 55 6 1 1 106","0 0 1 0 0 3 4 26 5 0 0 0","26 39 1 0 0"
25613,"Through the Ages: A Story of Civilization",2006,240,240,240,12,2,4,"1015 1021","2001 2012 2041 2040","27646","789","12515 11997","5977 7345 23205 597 6275 8923 7992 39 2726 3242 7466 8759","5 30 283 158 348 45 417 160 13 121 250 168 2 3 272","0 0 0 0 0 3 5 31 79 34 4 1","0 4 34 142 19"
34635,"Stone Age",2008,90,60,90,10,2,4,"1017 1036","2072 2004 2082","28920","928","11825","133 267 9074 2366 5657 6214 8291 3218 7992 22 3 9235 9234 538 1466","1 12 339 136 345 93 174 395 18 443 165 23 4 7 267","0 0 1 1 8 56 87 35 2 0 0 0","225 4 0 0 0"
31481,"Galaxy Trucker",2007,60,60,60,10,2,4,"1079 1037 1016 1113 1011","2072 2019 2002","","789","28450 11938","7345 4304 2366 264 6275 8923 25203 23031 30552 8795 4696 7466 6123 21053 3","1 16 171 22 196 65 72 216 2 272 37 2 2 13 129","1 0 0 1 2 19 30 13 3 1 0 0","19 79 7 0 0"
126042,"Nations",2013,200,40,200,14,1,5,"1002 1015 1021","2041 2015","28991 5666 27646","37300 60882 60883 60884","19023 66790 37840 60881","3218 157 15889 7466 2861","5 62 37 16 92 30 95 58 2 75 74 5 19 48 68 0 1 62","0 0 0 0 0 1 2 10 19 1 0 0","1 7 27 8 0"
394,"Kahuna",1998,40,30,40,10,2,2,"1009","2080 2041 2040 2081 2686","78 18319","132","26874 22516 22515 11902","267 3475 5657 8291 37 5597 2528 3 42 4932","0 0 30 40 1 0 0 0 29","0 0 0 0 0 5 9 3 0 0 0 0","24 0 0 0 0"
43111,"Chaos in the Old World",2009,120,60,120,13,3,4,"1010 1046 1024 1082 1019","2001 2080 2046 2072 2040 2028 2686 2015","4328","1533","24805 16531 12018 11989 12436","2973 17 4617 264 1391 504","1 3 189 0 4 198 12 142 105 312 26 2 15 15 107","0 0 0 0 0 1 2 23 31 11 2 1","0 0 13 64 2"
91536,"Quarriors!",2011,30,30,30,14,2,4,"1017 1010 1046","2041 2664 2072","12425","615 1533","49771 50792","221 3475 15605 5380 3023 3888 1466","0 2 105 56 108 20 70 107 4 80 91 13 0 0 90","0 0 0 0 4 39 17 9 3 1 0 0","0 4 49 13 1"
66362,"Glen More",2010,70,45,70,10,2,5,"1029 1021 1013","2013 2072 2676 2004 2002 2663","59 13105 27646","34699","11462 4959","9 34 3","0 2 74 31 90 18 53 65 6 86 39 7 11 60 38 0 1 62","0 0 0 0 0 0 14 17 1 1 0 0","7 48 9 0 0"
128621,"Viticulture",2013,90,90,90,13,2,6,"1021 1013","2040 2082","8374 23988 8496","62640 62641","65633 44234 71164","30552 23202","0 13 35 12 55 11 48 33 2 49 29 3 22 36 13 4 26 34 1 0 44","0 0 0 0 0 0 9 9 6 0 0 0","0 5 14 3 0"
116,"Guillotine",1998,30,30,30,12,2,5,"1002 1079 1051","2040 2686","11006","82","12012 11803","8 2239 706 51 7365 2962 13","0 2 104 36 81 45 75 84 8 92 65 8 48 68 40 2 18 77","0 0 0 0 3 19 20 9 1 0 1 0","0 12 41 27 0"
131835,"Boss Monster: The Dungeon Building Card Game",2013,20,20,20,13,2,4,"1002 1010 1101","2012 2040 2685 2686 2015","21203 8374","27052 71054","75426 75425 75424 67746 75427 75428 75429","23664 2973 27480 39 17952 27316","1 3 45 19 44 8 22 36 6 47 16 7 1 2 36","0 0 0 0 1 18 7 2 0 0 0 0","0 4 15 4 0"
28143,"Race for the Galaxy",2007,60,30,60,12,2,4,"1002 1015 1021 1016 1113","2040 2020 2079 2015","4571 27646","150","11968 11902 12836","3 29 4304 8500 15605 9465 4785 7251 1391 18852 8291 7466 8313 8759 2861","10 85 356 565 234 28 280 446 30 371 325 48 14 78 304","1 0 0 0 0 7 38 80 43 10 2 1","11 167 88 5 2"
12692,"Gloom",2005,60,60,60,13,2,5,"1002 1024 1079","2040 2027 2686","10580","3991","12009 17324","78 2973 17786","0 0 55 7 42 17 19 48 3 46 18 4 4 9 28 0 1 8","0 0 0 0 0 4 13 14 0 0 0 2","0 0 8 25 3"
205637,"Arkham Horror: The Card Game",2016,120,60,120,14,1,2,"1022 1002 1044 1010 1024 1093","2001 2023 2664 2040 2028 2015","4311 41421 24281 6040 5141 5337 5666","11655 40573","50786 46353 24858 65892 18354 59148","3475 15889 2973 17 4617 264","59 107 11 137 51 4 23 74 34","0 0 0 0 0 0 6 17 17 2 2 0","0 0 0 13 0"
13291,"Citadels:  The Dark City",2004,60,60,60,10,2,8,"1023 1002 1029 1042 1010 1035","2041 2015","","125","12519 11886 11994 11995 11992 11993","267 2973 17 4617 15605 133 18852 9634 5597 7992 38 3446","0 0 40 5 27 21 8 29 14 24 26 3 32 21 3 21 25 8 10 27 16 3 24 20 1 4 30","0 0 0 0 0 3 10 3 0 0 0 0","0 10 18 1 0"
155362,"Ca$h 'n Guns (Second Edition)",2014,30,30,30,10,4,8,"1023 1046 1079 1033 1026 1030","2685 2020 2686 2015","10552","4337","6815","15889 7466 17952 4384","0 0 50 0 0 52 0 2 51 4 39 22 15 44 2 46 19 0 42 16 1 40 17 4 1 5 23","0 0 0 0 2 7 10 0 0 0 0 0","7 10 0 0 0"
134342,"Lords of Waterdeep: Scoundrels of Skullport",2013,60,60,60,12,2,6,"1029 1042 1010","2041 2013 2004 2082","7307","23355 15913 13261","16448 30957 20316 19412 50887 62082 32997 19430 51432 12130 21055 14937 14611 16818 43532 35070 14202 28288 19686 14590 14110 28283 15368 21100 17057 5249 39678 47312 24268 14278 14961 19127 14614 25105 19631 24116 29693 22713 19734 15022 29350 16453 13243","13","0 0 53 8 39 17 35 28 3 52 20 0 29 33 3 9 33 21 0 0 41","0 0 0 0 0 0 7 9 2 0 0 0","0 1 7 10 0"
215,"Tichu",1991,60,60,60,10,4,4,"1002","2014 2040 2019 2009","9470 131 11518 8120 98 27176","172","12118 3025 74074 14057 28066 11883","267 29 114 5657 8845 18852 6275 8291 19148 3 9234 17786 14078","0 0 171 0 1 170 1 4 174 233 16 1 0 3 169","0 0 0 0 2 4 10 23 3 2 1 0","64 0 0 0 0"
124742,"Android: Netrunner",2012,45,45,45,14,2,2,"1023 1002 1044 1016","2001 2040 2016 2015","17106 18254 6040 5611 20584 5337","14 62803","56728 20316 66328 29100 88106 24858 70695 46413 48601 19229","17 3475 2973 4617 12540 5530 264 8291","2 5 234 313 20 2 2 6 231","1 0 0 0 0 1 20 75 58 3 1 1","1 0 7 160 16"
66589,"Navegador",2010,90,60,90,12,2,5,"1021 1020 1008 1070","2046","21622 5614 84","6045","31545 6045","10768 2862 8401 3 2861","0 0 54 12 63 31 25 67 16 90 24 3 26 68 8 1 1 44","0 0 0 0 0 1 3 20 3 0 0 0","28 14 0 0 0"
147020,"Star Realms",2014,20,20,20,12,2,2,"1002 1046 1016","2041 2664 2686","8374 5337 25246","4113 4059","92581","26542 23043 29087 9068 2366 29907 18852 8923","2 27 105 196 12 1 10 68 61","0 0 0 2 2 42 23 3 0 0 0 0","0 44 24 2 0"
12942,"No Thanks!",2004,30,20,30,8,3,7,"1002","2012 2661 2004","","85","11901 12484 24642","8 267 157 485 4819 8845 155 9634 6214 5640 8291 10 3504 5787 22 2956 9234 14078 538","0 0 114 1 7 105 29 96 29 98 71 0 113 44 2 9 37 57 0 5 8 0 0 9","0 0 0 3 9 30 4 0 0 0 0 0","68 0 0 0 0"
8203,"Hey, That's My Fish!",2003,20,20,20,8,2,4,"1009 1089","2043 2676 2011","7975 7488 12808 26432 5834","132 2815","3025 50680 12956","267 3475 81 7162 24631 2366 2973 17 5530 5350 264 9634 6214 3218 10 855 8450 9234 3446 14078 1466","0 2 137 90 120 8 126 75 10 56 117 28 0 2 116","0 2 8 28 38 20 3 0 0 0 0 0","69 0 0 0 0"
5405,"Carcassonne: Expansion 2 – Traders & Builders",2003,60,60,60,13,2,6,"1029 1042 1035 1086","2080 2004 2002","7379 2 11006","398","74 43873 14057 398","267 4304 9074 6784 7162 24631 2366 22560 5657 5530 133 5020 6214 3218 7992 22 3 131 538","0 1 61 46 35 4 53 31 1 29 51 4 7 45 19 6 29 32 0 1 55","0 0 0 0 3 22 9 0 1 0 0 0","40 0 0 0 0"
98778,"Hanabi",2010,25,25,25,8,2,5,"1002 1039 1045","2023 2040 2047 2004","10634 11111","9714","9714 25471 28209","29 157 7162 9068 2691 4335 24631 15605 8820 1391 6214 9325 12047 105 7466 21053 1905 9234 5394","0 2 195 36 143 89 89 161 9 181 85 3 45 179 24 1 10 144","0 0 0 0 4 26 33 9 1 0 0 2","93 0 0 0 0"
24480,"The Pillars of the Earth",2006,120,90,120,12,2,4,"1021 1035 1093 1115","2082","14759 7839 4256 18338","142 7391","11825 22516 22515","267 4304 6189 4335 2366 5657 4617 8923 6214 37 10 9235","1 4 126 26 106 71 76 130 13 138 65 17 6 16 90","0 0 0 0 0 1 18 26 4 2 0 1","0 13 51 7 1"
146021,"Eldritch Horror",2013,240,120,240,14,1,8,"1022 1010 1046 1024 1093","2023 2072 2078 2015","4311 5141 26704 5666","6651 69718","14596 13115 70695 12065 46413 69250 29809 50051","17 3475 6194 2973 4617 15605 5530 264 18852 8291 8759","40 204 90 90 251 39 95 226 27 305 95 4 46 178 92 38 132 138 3 42 247 4 43 259 2 3 242","0 0 0 0 0 2 13 35 55 13 1 1","0 0 3 97 21"
129622,"Love Letter",2012,20,20,20,10,2,4,"1002 1039 1070","2040 2685","25594 22824 22823 24439 6364 27123 24 17960","9495","14344 14593 6815 84471 90409 12439 78958","396 26885 267 3475 9074 12031 25074 7162 24631 6194 2366 5657 15605 18852 6275 5885 6214 7552 3218 26138 7992 39 33998 19 9234 17786","2 0 421 23 186 339 148 412 27 533 94 4 10 43 265","0 0 2 5 33 70 29 3 2 0 1 0","2 108 17 0 0"
1294,"Clue",1949,45,45,45,8,3,6,"1023 1039 1064 1040","2676 2047 2035","7349 28519 10491 7510 71 10149 28631 20072 5637 5714 5636","660","30281 28100 85463 15438 30280 41500","3320 404 3626 4680 1935 8786 1772 2919 7217 253 1731 9401 51 3922 3540 8245 2721 7017 2627 920 6876 2120 28 4653 38 4933 30098 634 95 23872 59 26208 24099 11953","0 0 92 1 13 84 13 70 21 59 46 2 55 42 3 47 41 8 0 4 60","0 0 0 0 6 36 5 2 0 0 0 0","11 39 2 0 0"
14996,"Ticket to Ride: Europe",2005,60,30,60,8,2,5,"1034 1097","2041 2040 2081 2004","17","9","12519 11886","23043 15889 6784 14813 1027 2973 15605 8820 1391 18852 6214 3218 11107 7466 7581 8313","0 3 310 24 269 163 118 327 18 373 115 4 182 250 25 1 8 236","0 0 1 1 17 81 35 7 0 0 0 0","136 8 0 0 0"
15158,"Carcassonne: Expansion 3 – The Princess & The Dragon",2005,60,60,60,13,2,6,"1029 1042 1010 1035 1086","2080 2002","7005 2","398","74 43873 14057 398","267 4304 9074 6784 24631 2366 22560 5657 5530 133 6214 3218 7992 22 3 131 538","0 1 34 17 15 15 23 18 1 19 21 2 8 23 8 7 18 16 1 1 28","0 0 0 0 1 9 6 0 0 0 0 0","27 2 0 0 0"
42215,"Tobago",2009,60,60,60,13,2,4,"1022 1020","2676 2040 2011 2661","21940 13439 18319","12461","12587","4335 2862 155 9634 7772 22 3 9235 87","0 0 69 12 77 37 36 84 1 83 39 3 0 1 53","0 0 0 2 1 31 21 3 0 0 0 0","64 0 0 0 0"
3076,"Puerto Rico",2002,150,90,150,12,2,5,"1029 1021 1013","2079","58 21622 10656 9958 27646 18319","117","4959 11883","9 34 4304 9068 2366 5657 8820 5530 858 6214 5812 3218 7992 3 3888 9234 42","5 7 651 67 391 402 279 730 50 805 318 4 322 591 110 6 20 502","1 0 0 1 1 12 64 106 59 14 4 1","9 109 173 18 1"
100423,"Elder Sign",2011,90,90,90,13,1,8,"1022 1002 1017 1010 1046 1024 1093","2023 2072 2011 2015","4311 5141 28305 3400 5666","4819 2336","46413","17 23043 3475 2973 4617 15605 264 18852 3888 8759","60 140 29 69 147 12 87 121 7 117 92 17 24 73 91 6 56 117 2 26 148 2 24 153 0 1 149","0 0 0 1 0 6 17 29 19 3 0 0","0 45 33 7 0"
15818,"Pickomino",2005,20,20,20,8,2,7,"1089 1017","2072 2661","7535 7973 4","2","74","267 5387 7496 19047 155 9634 6214 8291 3218 24972 7772 7992 22 3 9234 131 87","0 1 65 14 52 35 54 45 4 73 34 5 35 44 15 10 37 41 3 27 57 0 6 60","0 0 2 5 20 13 1 0 0 0 0 0","50 0 0 0 0"
